avg_sunshine,avg_rain,nitrogen,potash,phosphate,production
1076.4,61.00833333,29683,2789,24328,70.6
1250.7,70.71666667,30926,4000,20900,75.6
930.2,38.875,37371,5721,30062,81.27
1019.9,56.76666667,41831,7029,22939,100.45
1443.5,80.4,42748,6205,20062,105.2
867.7,38.74166667,44227,9704,22985,95.5
1121.8,79.00833333,52947,9250,31892,107.3
1797.5,112.65,29252,4725,13565,577.5
1347.3,66.24166667,33697,5652,17356,494.3
1009.3,84.10833333,36794,7549,15737,672.69
928,77.33333333,28825,1830,17565,381.82
1392.8,81.96666667,33386,4202,17253,734.97
1764.7,97.85,39120,3164,16996,649.59
1012.2,45.5,38014,3282,18606,699.5
1169.2,76.5,46098,2204,21284,573.8
1602.8,89.475,30832,3429,17067,437.8
1270.3,67.9,35593,4142,22123,405
1455.2,92.975,38706,5484,19063,483.14
1338.3,74.5,46347,6396,21869,490.78
1904.3,93.21666667,45373,4035,18750,450.2
924.5,51.29166667,50631,7106,25011,319.6
1142,72.83333333,48570,7397,12892,254.98
941,40,53668,10149,14253,207.08
864,41.83333333,68786,9501,18537,247.01
766.8,45.40833333,74522,11502,23002,197.77
387.1,10.13333333,69031,7756,21476,239.4
406.7,28.38333333,71800,1781,12774,230.48
929,49.65,77222,1661,14832,290.15
698.1,27.79166667,83449,2837,18649,347.73
415.7,17.475,77500,3275,18594,336.39
834.9,10.225,105063,9986,27257,0.09
889,61.25,27156,8574,8926,27.4
920,31.33333333,29307,7737,9083,26
900,38.66666667,26119,6804,7535,32.1
757.5,40.81666667,31117,10014,10934,40.6
427.1,14.69166667,40422,12118,14330,28.6
401.7,27.375,48784,6173,8244,33.3
1165.1,68.04166667,48092,6336,8104,28.4
621,25.26666667,57991,7967,9956,29.11
453.4,23.81666667,39326,5958,7167,19.55
1328,79.83333333,55983,6561,12922,61.3
1673,82,63307,7528,14684,57.4
1183,54.08333333,68340,11912,18257,83.6
851.2,48.90833333,71358,12840,19950,67.1
624.6,40.725,80683,4642,11075,63.2
1442.1,81.30833333,83372,5055,12317,50.7
715.6,32.86666667,80753,6538,13452,66.82
431.7,17.01666667,62916,4816,10122,63.87
1285,79.66666667,24973,11874,12517,205
2448,113.6666667,25925,12425,13395,202.5
2245,123.0833333,26905,12996,14115,261.5
2246.3,124.2666667,30592,16076,20319,259.4
1830.9,54.15833333,30436,17044,18491,267.1
1497.2,81.10833333,31516,7986,10085,300.7
2804.1,142.575,31308,10194,10253,348.71
1970.1,67.975,29963,9385,10398,338.52
1461.1,75.00833333,28818,9801,10357,294.03
3802,247.4166667,38,13,13,20.9
2626,113.0833333,41,8,28,20.4
1860,85.66666667,95,0,0,22.8
2593,170.5833333,96,0,0,22.7
1473,50.58333333,77,0,23,17.4
1450.2,81.55833333,233,24,90,21.8
1642,93.375,409,35,144,43.18
1203,53.83333333,561,295,293,21.6
1173.7,60.83333333,433,0,41,41.66
1273,64.91666667,101150,13003,16744,429.6
1388,64.75,94878,7937,18549,333.2
1114,51.08333333,107283,12532,20375,468.1
758.1,45.925,120669,19100,24221,398.1
448.1,13.59166667,143340,19271,27082,411.7
644.4,43.29166667,122927,7170,10827,443.9
1027.2,51.45,127179,6446,13034,565.12
800.8,40.59166667,123797,7306,16209,584.24
519.6,19.375,133500,7647,15567,574.85
1220,63.91666667,55156,3028,17981,25.12
1420,88.41666667,62520,2978,19051,30.72
1119,36.75,72154,3777,22833,35.99
607.4,38.9,75617,5261,26753,23.13
448.3,13.63333333,79009,8304,26586,24.8
456.7,28.54166667,77659,2259,14058,6.52
904.9,37.48333333,76089,2681,15024,19.61
768.9,39.90833333,90054,4106,15843,25.99
688.3,15.2,87633,3488,18319,26.32
1016,42.75,52968,1685,14810,122.6
778.7,50.04166667,68961,727,10105,155.5
1103.5,54.45,66506,830,9913,159.44
1037,48.75,53013,6800,19729,14
1721,107.0833333,60797,7899,22292,14.5
1294,39.41666667,67312,10647,23929,22.4
668.6,38.36666667,62093,11837,22559,18.4
659.9,21.25,62967,14393,24808,16.4
792.1,47.18333333,65801,6626,16529,8.2
1134.7,55.2,69156,9005,18051,3.56
939.8,52.50833333,75539,11503,20374,10.15
750.6,29.54166667,70828,12582,20997,12.67
2305,147.1666667,56580,22441,27292,141.9
2059,73.66666667,59413,23350,28536,158.6
1555,88,54860,25020,27389,176.6
1622,91.69166667,65037,34850,39359,197.1
1291.6,44.5,79530,42301,48274,201.1
816.9,51.36666667,66779,19643,25117,233.3
1958.7,109.7083333,64972,18200,23325,268.87
849.6,40.01666667,75236,21899,30147,241.43
899.9,49.125,63621,17951,21828,227.2
967,66.16666667,46292,4162,17528,1.1
652,23.25,47729,2060,17171,0.9
840,39,59474,2797,23001,1.5
738.5,53.99166667,59291,3510,23699,1
330.7,25.325,58197,879,21181,0.4
672.3,41.64166667,65508,1370,20814,0.36
374.9,11.725,69654,1716,24265,1.66
498.7,29.21666667,6751,318,4638,0.02
657.3,42.425,11045,683,7792,0.02
663.4,44.48333333,11054,1551,9430,0.02
572.9,35.34166667,14557,363,7151,0.02
685.6,32.09166667,34287,1087,10892,0.19
448,15.25,35171,591,13555,0.2
557.2,37.63333333,39889,747,14792,0.32
880.9,62.75,41481,1087,17416,0.48
481.1,28.05,48119,1581,22798,0.52
820,50.48333333,49156,2016,23301,0.77
647.1,43.85,44658,773,21638,0.71
598.7,38.8,51912,657,20894,1.39
663,37.25,49580,56,12463,0.86
436.5,28.44166667,50128,477,19145,0.77
518.2,33.5,54268,1152,22180,0.58
1243.2,57.10833333,27382,178,3384,46.69
1089.7,68.6,40990,506,8606,37.54
1087.6,61.63333333,41295,676,8544,32.23
698.1,17.6,40055,963,14555,8.58
365.1,16.79166667,39584,791,16888,1.49
422.3,25.90833333,49470,2324,20224,2.09
784.4,43.325,51201,3192,26170,3.81
528.1,28.58333333,63569,4920,32859,4.16
790.3,51.25833333,54662,3885,34485,4.48
751.6,43.75,59439,1005,30017,6.95
724.7,45.78333333,70291,1341,23080,2.92
550.7,30.16666667,69296,9,17105,4.73
485.6,28.9,70409,506,21259,5.79
549.1,32.28333333,80191,453,24907,5.98
563.5,33.10833333,16126,654,8022,0.42
723.3,45.925,23749,713,8949,0.33
570.7,20.98333333,22928,569,7950,0.5
505.3,31.38333333,20392,818,9405,0.5
354.4,11.65,15935,141,7122,0.65
732.3,48.74166667,31947,836,14659,0.79
734.2,47.2,29460,1048,11521,0.69
641,43.58333333,34226,1346,10456,0.45
691.1,35.18333333,34121,449,10186,0.63
748.5,46.425,31353,816,10802,1.12
547.8,21.34166667,27301,437,10508,1.14
267.1,13.50833333,17528,156,4172,0.03
338.2,24.48333333,15461,23,6000,0.32
203.7,7.933333333,13144,105,5534,0.1
420.8,27.325,23543,457,11611,0.08
340.8,21.36666667,21299,821,9556,0.06
320.2,24.825,24258,100,9408,0.05
303.6,17.11666667,27546,77,9568,0.04
271.9,16.14166667,24411,120,8989,0.08
480.2,26.51666667,38268,111,15745,0.03
562.3,25.60833333,24856,744,7316,12.49
517.9,27.8,27562,442,9071,16.21
585.7,31.11666667,32083,1073,10324,39.55
564.8,33.08333333,35274,613,14925,45.34
657.3,43.29166667,36890,1039,17977,42.97
841.4,55.125,36493,1031,15891,34.22
594.9,36.5,41371,801,15047,38.18
896.6,39.775,45994,97,12675,71.95
756.6,52.025,45915,222,14221,76.73
796.3,42.775,45028,257,18454,88.82
638.6,32.15833333,33707,1447,17293,0.97
1121.8,73.13333333,45327,1161,17383,0.96
610.3,24.50833333,45808,2438,19744,1.75
813.8,43.93333333,40761,1963,19567,1.58
640.8,27.29166667,37084,1894,15169,1.9
828.3,49.09166667,51034,2588,22504,2.57
861,50.1,49899,2187,19834,1.71
761.7,50.225,55532,1633,18794,1.23
930.4,47.125,51875,837,16241,1.48
841.3,46.39166667,49874,1223,18052,1.91
685,26.88333333,42337,1025,23310,2.54
945.6,39.025,7982,87,1414,39.24
955.3,46.06666667,8473,115,2260,25.09
210.2,15.56666667,107715,2672,33848,70.18
169.8,12.71666667,95524,1602,31726,80.96
345.5,25.03333333,109905,2016,34876,89.38
264,18.80833333,109838,2717,44908,104.64
168,7.15,112780,6655,43270,107.77
325.8,21,125069,5232,57334,108.5
371.1,28.44166667,135284,5115,63183,99.15
258.8,16.81666667,135755,2864,46153,79.68
233.3,15.225,117310,15,33541,122.69
351.1,22.825,128084,1797,36275,139.12
378.9,21.84166667,138829,1507,62413,133.06
661.8,26.63333333,17830,345,9736,1.06
1087,66.525,26070,266,16735,1.14
726,37.31666667,23317,853,13384,2.39
618.7,36.55,22310,405,16258,3.03
657.9,26.18333333,24897,926,13014,3.63
621.9,31.5,25148,1595,18168,5.86
1227.8,74.70833333,30988,751,22332,7.3
689.9,35.5,32393,461,18134,2.86
1438.8,64.95,34011,53,13414,4.42
880.9,53.61666667,35122,378,14802,7.06
1164.6,45.00833333,39396,322,22876,6.59
665.2,24.86666667,70893,2630,35324,22.41
964.7,65.48333333,74473,1571,35295,21.32
746.6,32.825,73397,3430,32754,31.25
662.5,41.09166667,81080,1572,42619,56.85
539.4,18.60833333,81694,3727,40084,56.22
593.7,34.18333333,80561,2728,46496,62.06
1228.7,82.03333333,92161,2491,51603,38.41
636.2,36.54166667,94833,1718,46554,33.1
1190.8,57.425,95158,401,35347,40.85
814.5,46.375,96172,1064,44631,93.7
832.2,40.68333333,110727,1492,64176,93.68
559.1,17.61666667,33578,934,12758,3.12
426.2,23.08333333,30026,132,11889,4.37
744.2,41.075,37276,395,16333,4.81
421.2,25.63333333,37936,325,15924,1.24
818.3,54.40833333,42956,839,19178,3.55
820.7,51.675,47305,656,19707,2.95
700.7,46.35,49159,272,19508,3.31
940,48.76666667,50840,1,15112,3.6
731.3,48.70833333,50050,415,18675,4.46
574.4,36.16666667,76100,343,21733,6.69
897,52.25,36320,844,14665,6.35
877,52.325,36501,1280,13081,6.55
704.2,43.58333333,44700,1819,13292,5.64
747.6,38.39166667,33867,477,10150,6.49
739.2,38.83333333,43575,1523,13759,6.1
679.6,25.85833333,43157,3779,17106,5.3
925.2,52.08333333,68797,2429,19430,590
951.5,51.125,84410,1862,21081,636
1188.5,79.725,85615,1826,20227,617
1220.4,82.36666667,83516,3271,18330,663
568.3,26.74166667,81130,4299,24960,640
445.9,36.2,85369,4360,23197,705
620.1,48.73333333,86686,2621,24338,649
1178.7,79.43333333,90232,944,25465,618
1499.1,94.90833333,82226,1073,20972,585
1047.3,69.04166667,86632,1729,16168,524
1167.7,74.15833333,93814,1695,22744,588
527.4,34.25833333,122565,7478,32205,1003
572.3,34.025,145349,4338,35476,1052
579,43.34166667,148791,4499,34769,1085
869.3,60.41666667,127540,3831,33553,1057
263,15.19166667,128305,5765,37171,1031
679.3,41.925,134513,7046,41982,1003
332.2,23.75833333,142726,5215,44237,972
469.1,35.14166667,148457,2463,45723,1143
685.8,46.55,136274,1266,32115,1112
325.8,23.575,140325,4909,39651,1045
562.9,34.84166667,151290,4410,48915,1017
645.6,38.60833333,37663,3413,13650,422
453,25.41666667,40674,2269,12462,414
195.6,16.3,41139,2351,11943,428
712.5,59.375,41170,3167,13137,428
756.5,33.70833333,46629,4015,16670,452
554.5,27.04166667,44868,4102,16692,459
7,0,45886,3003,16224,433
597.9,43.41666667,50860,1379,17617,445
696.7,47.39166667,44761,2176,11432,451
605.7,42.65833333,47438,1569,10130,439
659.2,39.73333333,49745,1695,13006,474
848.1,47.525,87862,10625,27853,630.31
502.3,29.94166667,89962,4087,28278,641.49
583.1,35.275,91133,3766,27076,672.34
724.7,50.06666667,88366,9915,32294,717.93
607.4,27.09166667,93540,10974,40080,777.52
560.3,22.94166667,95934,11421,38715,728.91
666.8,54.38333333,97615,6446,39379,720.86
399.3,25.69166667,109643,3062,36559,768.96
593.9,39.7,89853,3203,23660,719.22
311.3,18,89944,3126,34967,753.86
376,25.91666667,95223,3425,39682,806.72
679.1,34.15,60346,4804,19118,248.69
455.5,25.54166667,57469,2933,17424,238.51
587.7,31.85833333,58028,2700,16821,260.66
993.1,64.89166667,54656,4009,17793,292.07
590,24.84166667,56177,4378,23081,338.48
635.8,33.21666667,55463,5889,23634,351.09
673.8,45.375,57073,4139,23137,357.14
442.5,25.975,57751,2149,22443,344.04
586,38.11666667,66892,2994,19764,330.78
462.8,24.51666667,61695,3053,26455,332.14
593.8,36.53333333,64307,2478,29318,353.28
443.6,15.55,38926,1470,11087,183.5
791.9,46.99166667,49805,1171,14365,179
990.2,66.59166667,50034,886,13536,173.5
1052.1,74.725,32359,809,9787,183
679.2,36.65833333,31357,982,12967,184
897.2,39.76666667,38778,2348,12332,210.5
11.9,0.991666667,38934,1542,13254,186.5
782.9,48.20833333,47800,337,14411,203.5
957.8,61.41666667,33906,589,8507,175.5
625.9,41.55833333,35959,1575,14447,176
830.2,48.69166667,37122,2021,17730,219
452.4,25.25833333,105082,4116,36427,1184.15
390.5,23.04166667,117030,3074,30711,1135
428.5,31.50833333,118481,3215,29848,1190.45
840.9,62.63333333,112713,7096,39370,1189.45
552.9,22.5,113564,8279,41091,1264.65
604,27.25,124289,7927,41956,1185.35
68.6,5.3,118985,4289,38570,1148.6
308.3,19.7,119877,2528,42693,1226.6
554.5,37.85833333,130148,2990,31453,1189.65
360.3,22.45833333,159253,1613,26762,1175.1
622.4,33.34166667,169788,1694,33270,1238.6
291,17.68333333,283878,8817,83295,1971.28
245.1,14.425,267232,6207,74743,1925.54
306.6,18.55,270812,5975,73293,2033.42
119.3,9.525,285036,9316,82892,2246.84
133,9.291666667,293022,12655,93202,2157.62
203.4,8.283333333,292674,12504,96702,2127.64
61.8,4.4,305032,10405,103451,2047.84
65.5,4.808333333,309917,5627,97647,2321.66
333.7,19.7,281186,3466,67000,2328.1
204.7,14.53333333,234560,6410,61178,2325
169.9,10.36666667,254506,6131,80665,2489.98
533.5,30.50833333,187765,10225,59238,1032.72
380.2,26.85,185994,6058,56626,960.46
259.2,16.88333333,186817,5989,55236,979.58
527,39.06666667,200788,5452,57353,1143.16
252,12.15833333,204794,9936,64389,1219.38
253,13.19166667,211863,8537,63716,1165.36
132.2,8.766666667,210097,8196,72397,1108.16
215.9,15.60833333,228249,3451,69408,1223.34
592.5,40.45833333,190079,3071,45946,1280.9
336.8,22.73333333,190886,7551,38005,1280
399.2,24.85,205313,7651,50282,1497.02
500.4,26.79166667,126247,3049,36859,1653.88
339,18,142054,3815,31852,1664.2
159.5,13.29166667,143852,4262,31263,1703.64
418.5,31.25,177203,4882,39600,1747.04
324.5,8.133333333,176882,5664,43759,1800.28
416.1,13.09166667,180973,4963,41072,1677.92
30.5,1.841666667,180244,4443,42523,1676.12
214.4,15.88333333,175450,1396,52216,1819.72
325.4,25.60833333,173092,1464,32523,1818.08
270.3,20.675,146078,2447,42136,1817.92
492.7,32.09166667,152107,2949,48826,1875.72
645.2,33.95833333,135458,6677,30303,1273.47
382.6,17.46666667,119014,2782,30594,1291.8
464.8,34.71666667,120767,2909,29899,1345.41
1320.4,101.55,128432,4769,35185,1332.51
516.1,32.51666667,132797,6876,36222,1371.07
483.7,26.70833333,138191,4338,35170,1205.23
79.5,5.625,133281,2551,31139,1242.78
371.6,20.35,147464,725,38302,1276.18
503.8,31.2,135598,1735,31860,1276.77
395.8,28.45833333,159368,3596,18090,1238.98
514.1,30.78333333,174062,4789,34284,1263.68
474.3,27.29166667,224329,5747,68088,524.75
253.3,14.79166667,233304,4595,68864,603.46
198.3,16.025,259529,5048,76204,634.4
446.7,30.25,264400,7003,94781,698.95
261,17.475,271844,16488,95714,620.24
330.2,19.64166667,288668,13136,98264,687.24
300.4,22.21666667,324722,13240,117272,671.66
265.6,19.4,303806,4568,91167,730.4
415.4,29.26666667,275567,3848,71715,773.85
186.4,12.56666667,298608,10301,84444,822.3
299,20.84166667,255679,4211,82057,930.63
638.3,27.21666667,62803,1870,19484,103
316.5,16.75833333,68755,1906,22588,105
435.1,30.64166667,89055,2400,26468,126
614.1,51.175,87193,1248,29609,120
437,30.74166667,86398,7188,33050,141
1019.3,53.20833333,79655,4761,33663,140
461.6,31.2,77409,3687,31261,149
486,28.2,85030,2025,33689,134
401,25.40833333,72032,2517,18282,149
297,15.36666667,75184,4125,24421,159
466.7,23.86666667,99810,1799,32772,138
813.6,39.65,72951,1304,18045,343.86
352.4,16.03333333,74111,732,16970,333.14
464,33.55,84214,2186,18115,341.34
561.7,46.80833333,83898,2590,23181,320.38
406.8,24.375,87544,3240,26314,379.16
711.7,39.66666667,87798,3858,26196,362.48
688.7,48.975,90655,2401,28520,379.98
220.6,15.01666667,91218,749,27106,410.16
485.7,32.675,86028,1061,15391,417.6
282.9,19.33333333,96787,3847,20162,423.6
416.8,27.5,93866,1183,25149,401.2
323.1,21.575,43815,1129,17849,9.86
160.4,4.791666667,45543,540,19519,10.15
330.8,23.38333333,50635,1216,17705,14.21
827.5,58.875,60549,398,22483,17.4
276.9,18.81666667,56959,4170,24775,17.11
704,44.86666667,59700,2863,26426,19.72
593.3,42.45833333,64787,2812,28194,21.17
377.6,27.8,69157,1625,30618,17.69
407.7,26.38333333,63262,1128,16306,16.24
293.6,19.95833333,67636,2329,19454,13.92
273.7,16.46666667,68671,785,28646,20.59
1058.2,49.70833333,81403,6301,25004,471
669.7,31.13333333,79674,3532,22389,502
954.5,69.875,91354,3856,21339,524
1227.9,79.99166667,90368,4883,22054,512
779.5,49.30833333,96393,10033,32871,596
1172,61,92279,8426,30941,556
1215,58.75,92409,5151,29569,615
549.5,31.15,93389,1887,24955,645
947.6,60.09166667,89711,1863,16241,600
686.4,41.41666667,90036,5127,21102,596
689.9,41.14166667,121887,3625,31158,638
562.7,40.65,257869,9909,67799,1509.14
322,17.05,250207,5759,58159,1574.86
600.3,42.23333333,254239,7381,62403,1678.66
613.6,42.49166667,246545,11448,77295,1362.62
485.6,33.49166667,244767,15046,75208,1557.84
581.8,32.81666667,245050,11459,74921,1375.52
487.5,36.08333333,250720,8285,83119,1539.02
359.6,26.49166667,258655,5119,66836,1678.84
691.8,46.825,255873,3970,35336,1677.4
561.7,40.06666667,266793,7679,54181,1575.4
639.7,32.075,277673,4969,57050,1543.8
611.5,32.71666667,104255,2412,36301,232.39
432.9,28.9,111050,1154,35628,246.39
235.4,16,110477,1506,35036,287.39
580.6,39.89166667,113313,1791,44109,267.65
402.8,26.81666667,117969,4484,45232,316.65
474.5,32.41666667,120893,3124,45538,324.04
243,19.04166667,120191,1955,51691,381.17
263.5,17.125,121730,681,36195,324.91
262.8,17.76666667,108088,1265,25187,406.91
147.7,10.075,118241,2792,29901,398.78
322.3,20.425,119514,3129,33760,471.78
1135.1,64.00833333,78933,9218,21722,169.77
506,22.91666667,87918,7576,23035,128.35
887.6,58.725,73587,3555,17130,129.64
768.4,64.03333333,73881,4760,18628,148.24
555,46.25,75223,7047,23871,175.38
670.3,39.86666667,61126,5515,21461,150.25
883.7,55.14166667,79928,3697,17827,162.98
713.3,46.69166667,95133,4035,26555,172.1
1541.9,97.15833333,82281,2570,19025,164.6
567.6,35.05,88084,4699,25632,184.64
737.5,41.96666667,80946,5437,26924,196.19
823.2,53.93333333,85216,3765,19692,63.5
662,17.58333333,95093,3219,21617,52.49
478.8,31.45833333,71458,2308,18182,52.37
245.6,20.46666667,74134,3108,20263,70.26
282.9,16.75833333,74416,4487,23282,96.76
450.6,25.55833333,48782,2420,13579,80.52
503.9,31.2,63956,2763,14758,83.2
509.1,26.48333333,93392,2164,27430,90.35
1063.7,80.725,74360,2660,19553,78.09
510.4,30.04166667,79620,4773,23138,86.62
784.3,46.175,72470,5082,27188,86.71
600,36.41666667,113137,9098,32971,123.72
210,11.66666667,126271,7129,36216,113.85
365.2,24.525,114741,8343,38956,125.29
437.4,20.56666667,120443,11046,42059,134.22
221.7,10.15833333,121024,17445,48657,164.76
376.9,20.29166667,112767,11830,41869,150.13
438.4,23.94166667,138437,8288,47328,167.52
395.4,27.25,135102,5640,45762,144.26
923.8,65,94286,3409,25169,155.75
467,29.43333333,101264,6130,29552,173.28
587.5,35.575,91159,6471,34225,188.14
705.5,31.375,75311,4629,20212,150.82
346,10,84491,3783,21181,152.13
448.6,24.175,76597,3398,25725,160.48
732.8,61.06666667,80213,4600,27673,173.89
399.2,33.26666667,80683,6475,32040,209.3
351.1,19.70833333,88781,6625,28422,196.54
330.5,19.05833333,73526,3425,21271,239.59
398.6,22.81666667,84939,3541,27160,58.04
530.7,35.7,61080,2174,15939,277.84
340.3,22.44166667,65301,3895,18937,308.09
552.4,30.375,59762,4167,22412,311.97
638.3,24.775,57370,2592,31388,113.16
271,12,64282,2136,33130,119.32
521.3,29.375,78718,5921,34219,118.6
879.2,53.00833333,82191,8224,35941,154.38
252.7,21.05833333,82780,9927,41834,145.32
437.4,24.875,88509,11027,35305,162.33
422,22.975,92771,5317,31062,229.88
496.6,29.85833333,86218,5371,39763,96.75
650.5,40.46666667,92571,3195,23086,250.83
387.1,23.96666667,98092,5686,28094,258.96
543.8,35.04166667,92652,6240,34674,257.09
879.5,23.79166667,26513,940,14998,98.47
306,5.916666667,29785,876,15510,84.24
277.1,13.60833333,31643,1393,18503,98.87
831.1,58.33333333,32959,1884,19501,113.18
377.8,23.1,33230,2662,22682,97.43
431.6,23.46666667,41482,3456,20185,90.07
507.6,28.28333333,42739,1076,24607,108.63
542.6,29.64166667,46657,1822,26752,54.73
435.8,25.03333333,45924,1653,12178,126.58
270.2,16.78333333,49256,2969,14348,114.76
503.4,29.26666667,44558,3146,16723,108.36
423.5,10.125,45371,3365,21272,19.24
328,10.33333333,50832,2623,21277,18.75
366.8,23.79166667,58670,5544,20912,19.09
545.1,30.99166667,61074,7553,22559,28.65
354.2,23.34166667,61573,10262,26105,27.05
298.5,16.825,78412,9502,31402,28.01
277.3,15.76666667,65540,2981,33671,33.03
593.2,34.03333333,64356,3710,34025,27.68
711,45.65833333,57652,2055,15080,42.66
362.9,24.08333333,61664,3684,17894,43.48
373.4,26.35,56342,3935,21131,41.72
631.3,27.60833333,49360,2611,22071,211.94
133,11.08333333,55611,2023,21753,199.73
-1,0,63448,3394,22466,233.54
1188.2,99.01666667,66159,4621,24313,259.08
521.9,33.85833333,66672,6292,28113,150.66
800.6,50.13333333,75178,5422,27272,189.67
335.6,19.81666667,66301,2793,27301,198.63
396.2,18.31666667,59633,1918,26561,194.12
795.5,50.625,54764,1952,14309,211.23
275.1,14.44166667,58565,3497,16990,228.38
336.4,17.4,53548,3738,20084,229.4
381.6,18.71666667,40355,2235,16242,80.89
628,32.08333333,45377,1791,16167,80.95
478.8,28.275,62496,1594,16823,86.67
491.3,37.06666667,64120,2177,17543,84.68
277.6,14.01666667,64619,2914,20452,74.15
388.4,21.83333333,69234,5915,24368,76.18
872.7,45.325,68560,2520,25239,87.99
472.8,25.94166667,60036,2162,23984,56.04
652.6,40.4,78744,2639,18781,82.98
316.4,18.65833333,82739,4661,23412,86.02
388.8,21.85833333,80476,5248,30059,79.57
883.4,50.36666667,63610,10124,21653,333.84
577,31.16666667,70714,7745,21036,283.61
1003.9,53.78333333,70493,3489,19016,293.46
1356.2,76.53333333,73949,4864,19701,310.03
873.5,58.25,74326,5739,23002,290.13
796.3,52.675,72053,6069,18838,273.45
899.7,53.20833333,78178,1933,17674,407.37
617.5,37.60833333,89412,2634,23669,191.38
1288.5,71.64166667,64668,2277,16614,366.56
590,30.95833333,68923,4072,19901,337.57
820.9,44.95833333,63781,4393,23902,327.41
244.7,11.05833333,61241,2853,17900,150.76
208,7,68656,2145,17838,157.15
529.1,26.775,62490,1733,9327,144.08
1109.9,92.44166667,65570,2385,10486,153.87
653.7,29.79166667,65898,3044,12026,138.03
866.9,55.59166667,66322,2664,13292,144.91
698.5,40.01666667,67862,8658,20629,203.28
474.7,25.44166667,88895,2858,26465,119.9
663.2,39.39166667,85654,3007,21896,211.3
390.3,22.40833333,91199,5370,26298,196.03
705.9,36.525,84693,5811,31730,152.86
1012.5,56.20833333,121555,13891,24613,339.33
642,28.83333333,134298,10843,24459,330.8
1019.4,66.90833333,129973,6972,21082,359.25
935.5,73.05833333,136352,9348,22295,353.13
689.6,45.33333333,137044,13832,25911,357.45
557.5,33.575,141002,10458,29841,288.11
729.8,44.59166667,124860,3716,27420,293.56
655.5,38.75833333,123627,4146,33135,311.32
1205.7,72.09166667,92886,3295,24117,324.39
738.5,37.775,99204,5900,28728,316.45
912.5,47.18333333,91119,6329,34165,323.42
617.6,36.88333333,77193,9328,28065,415.95
542,26.25,86350,7309,28691,478.24
784.4,41.24166667,87348,10283,28677,518.33
1192.5,83.98333333,91826,15041,35093,482.19
839.7,57.35,92208,12423,39557,533.47
404.8,33.73333333,83985,6180,20135,430.75
893.5,51.70833333,101144,3402,19002,555.12
879.5,49.98333333,90047,3015,25420,447.63
1125.2,61.41666667,72239,2532,18438,531.71
540.6,23.44166667,76892,4523,22163,587.16
645.4,31.49166667,71481,4899,26779,491.22
243.2,8.266666667,51567,11355,16267,416.46
183,9.166666667,57169,8892,16409,364.55
537,24.18333333,59831,6435,18096,429.23
351.5,25.025,62904,9228,21291,392.37
793.6,66.13333333,63164,8949,24189,424.58
958.5,63.73333333,52339,8152,14966,404.65
708.9,42.1,68244,3328,15893,435.51
782.3,42.125,64222,4006,19069,130.02
851.5,52.79166667,48914,1716,12496,380.14
484.2,24.86666667,52073,3065,15012,338.73
519.9,30.10833333,48380,3318,18125,436.66
284.2,16.26666667,38169,6390,10460,290.16
81,6.75,42046,5194,10647,303.63
-1,0,36788,2893,5978,320.29
388,32.33333333,38645,3919,6242,284.65
369.7,30.80833333,38819,5485,7275,313.2
597,35.10833333,29279,3049,7959,278.28
711.8,41.86666667,32331,1759,6498,316.84
380,22.41666667,45815,1920,12791,312.63
762.3,44.79166667,41023,1447,10571,306.95
526.2,30.28333333,43748,2589,12643,299.88
507.2,26.05,40398,2789,15141,293.74
1093.4,57.95,54347,1301,9293,150.5
623,36.41666667,60345,1057,9378,137.59
1163.6,75.33333333,66258,1921,12342,125.43
969.2,56.25,69873,2653,13691,143.66
698.8,49.95833333,70069,3319,15748,145.5
871,48.11666667,41975,1801,13389,132.72
884.7,51.39166667,65637,1531,12742,138.66
612.9,36.13333333,92144,2037,23872,44.27
1099.1,73.31666667,67847,2410,17660,123.3
901,42.43333333,72498,4318,21009,143.38
991,59.325,66471,4625,24925,133
668.6,30.8,59641,7765,28719,80.48
749,23.58333333,66594,6144,29510,78.12
415.5,15.81666667,74257,7900,21230,80.66
745.6,62.13333333,77442,11088,24846,93.72
748,54.825,78037,12522,28260,63.58
618.7,41.68333333,83066,10515,27730,66.79
228,12.725,79903,6823,30531,81.74
446.4,23.76666667,63695,6839,30447,94.73
760.6,42.8,46753,1669,12256,107.37
347.1,22.75833333,50029,2994,14527,85.57
462.2,25.29166667,45636,3194,17118,96.52
525.8,10.65,32706,1030,10359,235.98
228,5.666666667,36580,856,10679,262.8
220.9,14.88333333,41429,2748,14954,252.57
754.8,38.40833333,43304,3680,15707,289.43
379.9,22.825,43594,5498,18281,216.62
488.7,33.275,44335,3367,23794,242.45
496,26.85,50912,3470,24757,272.9
457.7,24.40833333,54514,2081,22378,310.05
681.7,40.475,48716,1720,12566,345.67
272.9,17.14166667,51962,3078,15021,312.43
522,32.49166667,47950,3313,17972,283.25
620.1,28.30833333,93487,4224,34684,194.06
857.2,52.93333333,59995,2162,15951,198.24
481.7,28.20833333,64381,3886,18768,161.97
388.7,24.825,58127,4112,21820,172.09
401.1,19.50833333,38106,2200,15767,140.6
407,17.75,43216,2110,16152,126.84
556.7,28.425,33337,2211,9992,148.69
1117.1,93.09166667,34856,2998,10875,200.88
403.9,33.65833333,35084,4175,12560,136.26
600.3,31.99166667,47549,2643,16500,150.61
528.7,32.75,38865,2187,11858,186.54
